id,identity_to_query
hCoV_19FranceLyon_064872020_EPI_ISL_416754_2020_03_06,0.999
hCoV_19FranceLyon_065312020_EPI_ISL_416756_2020_03_06,0.999
hCoV_19FranceLyon_066252020_EPI_ISL_417337_2020_03_07,0.999
hCoV_19FranceLyon_06682020_EPI_ISL_417336_2020_03_06,0.999
hCoV_19FranceLyon_068202020_EPI_ISL_417339_2020_03_08,0.999
hCoV_19FranceLyon_06932020_EPI_ISL_416758_2020_03_08,0.999
hCoV_19FranceLyon_4872020_EPI_ISL_416747_2020_03_04,0.999
hCoV_19FranceLyon_5082020_EPI_ISL_416748_2020_03_04,0.999
hCoV_19FranceMacon_067562020_EPI_ISL_417338_2020_03_07,0.999
hCoV_19FranceN16202020_EPI_ISL_414624_2020_02_26,0.999
hCoV_19FranceN22232020_EPI_ISL_416494_2020_03_04,0.999
hCoV_19FrancePL16432020_EPI_ISL_414625_2020_02_26,0.999
hCoV_19FrancePollionay_17332020_EPI_ISL_416745_2020_03_10,0.999
hCoV_19FranceValence_5322020_EPI_ISL_416749_2020_03_04,0.999
hCoV_19GeorgiaTb_2732020_EPI_ISL_416479_2020_03_05,0.999
hCoV_19GeorgiaTb_4772020_EPI_ISL_415642_2020_03_10,0.999
hCoV_19GeorgiaTb_6732020_EPI_ISL_416478_2020_03_14,0.999
hCoV_19GeorgiaTb_7122020_EPI_ISL_416481_2020_03_16,0.999
hCoV_19GermanyBaden_Wuerttemberg_12020_EPI_ISL_412912_2020_02_25,0.999
hCoV_19GermanyBavPat12020_EPI_ISL_406862_2020_01_28,0.999
hCoV_19GermanyNRW_132020_EPI_ISL_417458_2020_03_11,0.999
hCoV_19GermanyNRW_202020_EPI_ISL_417465_2020_03_14,0.999
hCoV_19Greece102020_EPI_ISL_418263_2020_03_18,0.999
hCoV_19Greece122020_EPI_ISL_418264_2020_03_18,0.999
hCoV_19Hungary22020_EPI_ISL_418183_2020_03_17,0.999
hCoV_19Hungary492020_EPI_ISL_416744_2020_03_20,0.999
hCoV_19Hungarymbl12020_EPI_ISL_416426_2020_03_17,0.999
hCoV_19Iceland1012020_EPI_ISL_417682_2020_03_10,0.999
hCoV_19Iceland1022020_EPI_ISL_417777_2020_03_10,0.999
hCoV_19Iceland1042020_EPI_ISL_417538_2020_03_17,0.999
hCoV_19Iceland1062020_EPI_ISL_417779_2020_03_11,0.999
hCoV_19Iceland1102020_EPI_ISL_417722_2020_03_11,0.999
hCoV_19Iceland1112020_EPI_ISL_417691_2020_03_11,0.999
hCoV_19Iceland1122020_EPI_ISL_417770_2020_03_11,0.999
hCoV_19Iceland1172020_EPI_ISL_417542_2020_03_17,0.999
hCoV_19Iceland1182020_EPI_ISL_417543_2020_03_17,0.999
hCoV_19Iceland12020_EPI_ISL_417535_2020_03_13,0.999
hCoV_19Iceland122020_EPI_ISL_417688_2020_03_01,0.999
hCoV_19Iceland1232020_EPI_ISL_417783_2020_03_11,0.999
hCoV_19Iceland1242020_EPI_ISL_417784_2020_03_12,0.999
hCoV_19Iceland1252020_EPI_ISL_417690_2020_03_11,0.999
hCoV_19Iceland1272020_EPI_ISL_417727_2020_03_12,0.999
hCoV_19Iceland1322020_EPI_ISL_417787_2020_03_12,0.999
hCoV_19Iceland1342020_EPI_ISL_417735_2020_03_12,0.999
hCoV_19Iceland1372020_EPI_ISL_417744_2020_03_13,0.999
hCoV_19Iceland1452020_EPI_ISL_417741_2020_03_13,0.999
hCoV_19Iceland1462020_EPI_ISL_417796_2020_03_13,0.999
hCoV_19Iceland1472020_EPI_ISL_417797_2020_03_13,0.999
hCoV_19Iceland1482020_EPI_ISL_417798_2020_03_13,0.999
hCoV_19Iceland1492020_EPI_ISL_417799_2020_03_13,0.999
hCoV_19Iceland1502020_EPI_ISL_417711_2020_03_13,0.999
hCoV_19Iceland152020_EPI_ISL_417800_2020_03_02,0.999
hCoV_19Iceland1522020_EPI_ISL_417745_2020_03_13,0.999
hCoV_19Iceland1562020_EPI_ISL_417803_2020_03_13,0.999
hCoV_19Iceland1572020_EPI_ISL_417804_2020_03_13,0.999
hCoV_19Iceland1592020_EPI_ISL_417806_2020_03_13,0.999
hCoV_19Iceland1612020_EPI_ISL_417725_2020_03_14,0.999
hCoV_19Iceland162020_EPI_ISL_417807_2020_03_02,0.999
hCoV_19Iceland1632020_EPI_ISL_417775_2020_03_14,0.999
hCoV_19Iceland1642020_EPI_ISL_417758_2020_03_14,0.999
hCoV_19Iceland1682020_EPI_ISL_417810_2020_03_13,0.999
hCoV_19Iceland1712020_EPI_ISL_417549_2020_03_14,0.999
hCoV_19Iceland1722020_EPI_ISL_417712_2020_03_15,0.999
hCoV_19Iceland1732020_EPI_ISL_417700_2020_03_15,0.999
hCoV_19Iceland1752020_EPI_ISL_417774_2020_03_16,0.999
hCoV_19Iceland1762020_EPI_ISL_417812_2020_03_14,0.999
hCoV_19Iceland1772020_EPI_ISL_417680_2020_03_15,0.999
hCoV_19Iceland1782020_EPI_ISL_417813_2020_03_15,0.999
hCoV_19Iceland1812020_EPI_ISL_417814_2020_03_16,0.999
hCoV_19Iceland1832020_EPI_ISL_417746_2020_03_16,0.999
hCoV_19Iceland1842020_EPI_ISL_417550_2020_03_16,0.999
hCoV_19Iceland1862020_EPI_ISL_417815_2020_03_16,0.999
hCoV_19Iceland1872020_EPI_ISL_417551_2020_03_16,0.999
hCoV_19Iceland192020_EPI_ISL_417817_2020_03_02,0.999
hCoV_19Iceland1932020_EPI_ISL_417820_2020_03_16,0.999
hCoV_19Iceland1982020_EPI_ISL_417823_2020_03_16,0.999
hCoV_19Iceland2002020_EPI_ISL_417743_2020_03_16,0.999
hCoV_19Iceland2012020_EPI_ISL_417824_2020_03_16,0.999
hCoV_19Iceland2072020_EPI_ISL_417733_2020_03_16,0.999
hCoV_19Iceland2082020_EPI_ISL_417766_2020_03_16,0.999
hCoV_19Iceland2092020_EPI_ISL_417764_2020_03_16,0.999
hCoV_19Iceland2112020_EPI_ISL_417763_2020_03_16,0.999
hCoV_19Iceland2122020_EPI_ISL_417830_2020_03_16,0.999
hCoV_19Iceland2132020_EPI_ISL_417752_2020_03_16,0.999
hCoV_19Iceland2142020_EPI_ISL_417831_2020_03_16,0.999
hCoV_19Iceland2162020_EPI_ISL_417832_2020_03_16,0.999
hCoV_19Iceland2172020_EPI_ISL_417833_2020_03_16,0.999
hCoV_19Iceland222020_EPI_ISL_417734_2020_03_02,0.999
hCoV_19Iceland2222020_EPI_ISL_417837_2020_03_16,0.999
hCoV_19Iceland2242020_EPI_ISL_417839_2020_03_16,0.999
hCoV_19Iceland2272020_EPI_ISL_417555_2020_03_17,0.999
hCoV_19Iceland2282020_EPI_ISL_417556_2020_03_17,0.999
hCoV_19Iceland2312020_EPI_ISL_417559_2020_03_17,0.999
hCoV_19Iceland232020_EPI_ISL_417840_2020_03_02,0.999
hCoV_19Iceland2322020_EPI_ISL_417560_2020_03_17,0.999
hCoV_19Iceland2332020_EPI_ISL_417561_2020_03_17,0.999
hCoV_19Iceland2342020_EPI_ISL_417562_2020_03_17,0.999
hCoV_19Iceland2352020_EPI_ISL_417563_2020_03_16,0.999
hCoV_19Iceland2362020_EPI_ISL_417564_2020_03_17,0.999
hCoV_19Iceland2372020_EPI_ISL_417565_2020_03_17,0.999
hCoV_19Iceland2392020_EPI_ISL_417567_2020_03_17,0.999
hCoV_19Iceland2412020_EPI_ISL_417569_2020_03_17,0.999
hCoV_19Iceland2422020_EPI_ISL_417570_2020_03_17,0.999
hCoV_19Iceland2442020_EPI_ISL_417572_2020_03_17,0.999
hCoV_19Iceland2512020_EPI_ISL_417579_2020_03_17,0.999
hCoV_19Iceland252020_EPI_ISL_417693_2020_03_02,0.999
hCoV_19Iceland2532020_EPI_ISL_417581_2020_03_17,0.999
hCoV_19Iceland2542020_EPI_ISL_417582_2020_03_17,0.999
hCoV_19Iceland2572020_EPI_ISL_417585_2020_03_17,0.999
hCoV_19Iceland2582020_EPI_ISL_417586_2020_03_17,0.999
hCoV_19Iceland262020_EPI_ISL_417841_2020_03_03,0.999
hCoV_19Iceland2642020_EPI_ISL_417592_2020_03_17,0.999
hCoV_19Iceland2652020_EPI_ISL_417593_2020_03_17,0.999
hCoV_19Iceland2672020_EPI_ISL_417595_2020_03_17,0.999
hCoV_19Iceland2682020_EPI_ISL_417596_2020_03_17,0.999
hCoV_19Iceland2692020_EPI_ISL_417597_2020_03_17,0.999
hCoV_19Iceland2702020_EPI_ISL_417598_2020_03_17,0.999
hCoV_19Iceland2712020_EPI_ISL_417599_2020_03_17,0.999
hCoV_19Iceland2722020_EPI_ISL_417600_2020_03_17,0.999
hCoV_19Iceland2812020_EPI_ISL_417609_2020_03_17,0.999
hCoV_19Iceland2822020_EPI_ISL_417610_2020_03_17,0.999
hCoV_19Iceland2852020_EPI_ISL_417613_2020_03_17,0.999
hCoV_19Iceland2862020_EPI_ISL_417614_2020_03_18,0.999
hCoV_19Iceland2892020_EPI_ISL_417617_2020_03_18,0.999
hCoV_19Iceland2902020_EPI_ISL_417619_2020_03_18,0.999
hCoV_19Iceland2912020_EPI_ISL_417620_2020_03_18,0.999
hCoV_19Iceland2932020_EPI_ISL_417622_2020_03_18,0.999
hCoV_19Iceland2942020_EPI_ISL_417623_2020_03_18,0.999
hCoV_19Iceland2962020_EPI_ISL_417625_2020_03_18,0.999
hCoV_19Iceland3002020_EPI_ISL_417629_2020_03_18,0.999
hCoV_19Iceland302020_EPI_ISL_417773_2020_03_03,0.999
hCoV_19Iceland3022020_EPI_ISL_417631_2020_03_18,0.999
hCoV_19Iceland3042020_EPI_ISL_417633_2020_03_17,0.999
hCoV_19Iceland3082020_EPI_ISL_417637_2020_03_18,0.999
hCoV_19Iceland3092020_EPI_ISL_417638_2020_03_18,0.999
hCoV_19Iceland3102020_EPI_ISL_417639_2020_03_18,0.999
hCoV_19Iceland3112020_EPI_ISL_417640_2020_03_18,0.999
hCoV_19Iceland3122020_EPI_ISL_417641_2020_03_18,0.999
hCoV_19Iceland3132020_EPI_ISL_417642_2020_03_18,0.999
hCoV_19Iceland3142020_EPI_ISL_417643_2020_03_18,0.999
hCoV_19Iceland3152020_EPI_ISL_417644_2020_03_18,0.999
hCoV_19Iceland3172020_EPI_ISL_417646_2020_03_18,0.999
hCoV_19Iceland3182020_EPI_ISL_417647_2020_03_18,0.999
hCoV_19Iceland3212020_EPI_ISL_417650_2020_03_18,0.999
hCoV_19Iceland3222020_EPI_ISL_417651_2020_03_18,0.999
hCoV_19Iceland3232020_EPI_ISL_417652_2020_03_18,0.999
hCoV_19Iceland3342020_EPI_ISL_417663_2020_03_14,0.999
hCoV_19Iceland372020_EPI_ISL_417681_2020_03_04,0.999
hCoV_19Iceland392020_EPI_ISL_417677_2020_03_04,0.999
hCoV_19Iceland402020_EPI_ISL_417846_2020_03_04,0.999
hCoV_19Iceland42020_EPI_ISL_417845_2020_03_13,0.999
hCoV_19Iceland452020_EPI_ISL_417715_2020_03_04,0.999
hCoV_19Iceland472020_EPI_ISL_417683_2020_03_05,0.999
hCoV_19Iceland482020_EPI_ISL_417707_2020_03_05,0.999
hCoV_19Iceland492020_EPI_ISL_417718_2020_03_05,0.999
hCoV_19Iceland542020_EPI_ISL_417684_2020_03_06,0.999
hCoV_19Iceland552020_EPI_ISL_417687_2020_03_06,0.999
hCoV_19Iceland562020_EPI_ISL_417852_2020_03_06,0.999
hCoV_19Iceland572020_EPI_ISL_417692_2020_03_06,0.999
hCoV_19Iceland592020_EPI_ISL_417853_2020_03_06,0.999
hCoV_19Iceland612020_EPI_ISL_417731_2020_03_06,0.999
hCoV_19Iceland632020_EPI_ISL_417855_2020_03_07,0.999
hCoV_19Iceland652020_EPI_ISL_417705_2020_03_07,0.999
hCoV_19Iceland662020_EPI_ISL_417857_2020_03_07,0.999
hCoV_19Iceland702020_EPI_ISL_417728_2020_03_08,0.999
hCoV_19Iceland72020_EPI_ISL_417740_2020_03_15,0.999
hCoV_19Iceland732020_EPI_ISL_417861_2020_03_09,0.999
hCoV_19Iceland772020_EPI_ISL_417862_2020_03_09,0.999
hCoV_19Iceland782020_EPI_ISL_417863_2020_03_09,0.999
hCoV_19Iceland822020_EPI_ISL_417867_2020_03_09,0.999
hCoV_19Iceland832020_EPI_ISL_417868_2020_03_09,0.999
hCoV_19Iceland842020_EPI_ISL_417761_2020_03_10,0.999
hCoV_19Iceland892020_EPI_ISL_417738_2020_03_10,0.999
hCoV_19Iceland902020_EPI_ISL_417872_2020_03_10,0.999
hCoV_19Iceland932020_EPI_ISL_417730_2020_03_10,0.999
hCoV_19Iceland982020_EPI_ISL_417676_2020_03_16,0.999
hCoV_19Ireland20G210232020_EPI_ISL_418516_2020_03_06,0.999
hCoV_19Ireland20G211452020_EPI_ISL_418548_2020_03_06,0.999
hCoV_19Ireland20G223612020_EPI_ISL_418580_2020_03_08,0.999
hCoV_19Ireland20G224282020_EPI_ISL_418581_2020_03_08,0.999
hCoV_19Ireland240522020_EPI_ISL_418584_2020_03_10,0.999
hCoV_19IrelandLimerick_199342020_EPI_ISL_414586_2020_03_03,0.999
hCoV_19ItalyCDG12020_EPI_ISL_412973_2020_02_20,0.999
hCoV_19ItalyFVG_ICGEB_S12020_EPI_ISL_417418_2020_03_01,0.999
hCoV_19ItalyFVG_ICGEB_S52020_EPI_ISL_417419_2020_03_01,0.999
hCoV_19ItalyFVG_ICGEB_S82020_EPI_ISL_417421_2020_03_01,0.999
hCoV_19ItalyFVG_ICGEB_S92020_EPI_ISL_417423_2020_03_01,0.999
hCoV_19ItalyINMI32020_EPI_ISL_417921_2020_03_01,0.999
hCoV_19ItalyINMI42020_EPI_ISL_417922_2020_02_28,0.999
hCoV_19ItalyINMI52020_EPI_ISL_417923_2020_03_04,0.999
hCoV_19ItalyTE48362020_EPI_ISL_418260_2020_03_16,0.999
hCoV_19ItalyTE48802020_EPI_ISL_418256_2020_03_14,0.999
hCoV_19ItalyTE49252020_EPI_ISL_418255_2020_03_14,0.999
hCoV_19ItalyTE49532020_EPI_ISL_418258_2020_03_14,0.999
hCoV_19ItalyTE50562020_EPI_ISL_418257_2020_03_17,0.999
hCoV_19ItalyUniMI012020_EPI_ISL_417445_2020_02_24,0.999
hCoV_19ItalyUniMI032020_EPI_ISL_417447_2020_02_24,0.999
hCoV_19ItalyUniSR12020_EPI_ISL_413489_2020_03_03,0.999
hCoV_19ItalyUnivPM12020_EPI_ISL_417491_2020_03_03,0.999
hCoV_19JapanSMU_0311S22020_EPI_ISL_416524_2020_03_11,0.999
hCoV_19JapanSMU_0311S32020_EPI_ISL_416525_2020_03_11,0.999
hCoV_19LithuaniaChVir16322020_EPI_ISL_416741_2020_02,0.999
hCoV_19LuxembourgLNS01589522020_EPI_ISL_417534_2020_03_18,0.999
hCoV_19LuxembourgLNS20138962020_EPI_ISL_417531_2020_03_18,0.999
hCoV_19LuxembourgLNS21288082020_EPI_ISL_417530_2020_03_18,0.999
hCoV_19LuxembourgLNS28481092020_EPI_ISL_417527_2020_03_18,0.999
hCoV_19LuxembourgLNS57315622020_EPI_ISL_417529_2020_03_18,0.999
hCoV_19LuxembourgLNS62828452020_EPI_ISL_417533_2020_03_18,0.999
hCoV_19LuxembourgLNS84896242020_EPI_ISL_417532_2020_03_18,0.999
hCoV_19LuxembourgLNS93717182020_EPI_ISL_417526_2020_03_18,0.999
hCoV_19LuxembourgLux12020_EPI_ISL_413593_2020_02_29,0.999
hCoV_19MexicoCDMX_InDRE_012020_EPI_ISL_412972_2020_02_27,0.999
hCoV_19NetherlandsDelft_13634242020_EPI_ISL_413569_2020_02_28,0.999
hCoV_19NetherlandsEindhoven_13637822020_EPI_ISL_413571_2020_03_02,0.999
hCoV_19NetherlandsFlevoland_12020_EPI_ISL_415460_2020_03_09,0.999
hCoV_19NetherlandsGelderland_22020_EPI_ISL_415462_2020_03_09,0.999
hCoV_19NetherlandsHaarlem_13636882020_EPI_ISL_413572_2020_03_01,0.999
hCoV_19NetherlandsHelmond_13635482020_EPI_ISL_413574_2020_02_29,0.999
hCoV_19NetherlandsLHouten_13634982020_EPI_ISL_413575_2020_02_29,0.999
hCoV_19NetherlandsLimburg_32020_EPI_ISL_414425_2020_03_03,0.999
hCoV_19NetherlandsLimburg_52020_EPI_ISL_414448_2020_03_04,0.999
hCoV_19NetherlandsNA_152020_EPI_ISL_415471_2020_03_11,0.999
hCoV_19NetherlandsNA_162020_EPI_ISL_415472_2020_03_11,0.999
hCoV_19NetherlandsNA_182020_EPI_ISL_415474_2020_03_09,0.999
hCoV_19NetherlandsNA_192020_EPI_ISL_415475_2020_03_12,0.999
hCoV_19NetherlandsNA_202020_EPI_ISL_415477_2020_03_12,0.999
hCoV_19NetherlandsNA_22020_EPI_ISL_415476_2020_03_10,0.999
hCoV_19NetherlandsNA_242020_EPI_ISL_415481_2020_03_08,0.999
hCoV_19NetherlandsNA_252020_EPI_ISL_415482_2020_03_09,0.999
hCoV_19NetherlandsNA_262020_EPI_ISL_415483_2020_03_09,0.999
hCoV_19NetherlandsNA_282020_EPI_ISL_415485_2020_03_12,0.999
hCoV_19NetherlandsNA_302020_EPI_ISL_415487_2020_03_13,0.999
hCoV_19NetherlandsNA_312020_EPI_ISL_415488_2020_03_13,0.999
hCoV_19NetherlandsNoordBrabant_12020_EPI_ISL_414428_2020_03_02,0.999
hCoV_19NetherlandsNoordBrabant_142020_EPI_ISL_414454_2020_03_05,0.999
hCoV_19NetherlandsNoordBrabant_152020_EPI_ISL_414455_2020_03_06,0.999
hCoV_19NetherlandsNoordBrabant_162020_EPI_ISL_414456_2020_03_04,0.999
hCoV_19NetherlandsNoordBrabant_172020_EPI_ISL_414457_2020_03_06,0.999
hCoV_19NetherlandsNoordBrabant_212020_EPI_ISL_414530_2020_03_04,0.999
hCoV_19NetherlandsNoordBrabant_262020_EPI_ISL_414535_2020_03_06,0.999
hCoV_19NetherlandsNoordBrabant_32020_EPI_ISL_414429_2020_03_02,0.999
hCoV_19NetherlandsNoordBrabant_392020_EPI_ISL_414548_2020_03_04,0.999
hCoV_19NetherlandsNoordHolland_22020_EPI_ISL_414549_2020_03_03,0.999
hCoV_19NetherlandsNoordHolland_32020_EPI_ISL_415525_2020_03_12,0.999
hCoV_19NetherlandsOverijssel_12020_EPI_ISL_414434_2020_03_03,0.999
hCoV_19NetherlandsOverijssel_22020_EPI_ISL_414460_2020_03_03,0.999
hCoV_19NetherlandsRotterdam_13647402020_EPI_ISL_413584_2020_03_03,0.999
hCoV_19NetherlandsTilburg_13642862020_EPI_ISL_413587_2020_03_03,0.999
hCoV_19NetherlandsUtrecht_102020_EPI_ISL_414442_2020_03_03,0.999
hCoV_19NetherlandsUtrecht_12020_EPI_ISL_414435_2020_03_03,0.999
hCoV_19NetherlandsUtrecht_132020_EPI_ISL_414552_2020_03_07,0.999
hCoV_19NetherlandsUtrecht_13635642020_EPI_ISL_413588_2020_03_01,0.999
hCoV_19NetherlandsUtrecht_13636282020_EPI_ISL_413589_2020_03_01,0.999
hCoV_19NetherlandsUtrecht_142020_EPI_ISL_414464_2020_03_04,0.999
hCoV_19NetherlandsUtrecht_22020_EPI_ISL_414436_2020_03_03,0.999
hCoV_19NetherlandsUtrecht_32020_EPI_ISL_414437_2020_03_03,0.999
hCoV_19NetherlandsUtrecht_82020_EPI_ISL_414441_2020_03_03,0.999
hCoV_19NetherlandsZeewolde_13650802020_EPI_ISL_413591_2020_03_02,0.999
hCoV_19NetherlandsZuidHolland_112020_EPI_ISL_414469_2020_03_04,0.999
hCoV_19NetherlandsZuidHolland_132020_EPI_ISL_414470_2020_03_06,0.999
hCoV_19NetherlandsZuidHolland_142020_EPI_ISL_414471_2020_03_05,0.999
hCoV_19NetherlandsZuidHolland_152020_EPI_ISL_414557_2020_03_08,0.999
hCoV_19NetherlandsZuidHolland_172020_EPI_ISL_414559_2020_03_07,0.999
hCoV_19NetherlandsZuidHolland_182020_EPI_ISL_414560_2020_03_03,0.999
hCoV_19NetherlandsZuidHolland_202020_EPI_ISL_414562_2020_03_03,0.999
hCoV_19NetherlandsZuidHolland_312020_EPI_ISL_415535_2020_03_12,0.999
hCoV_19NetherlandsZuidHolland_52020_EPI_ISL_414465_2020_03_04,0.999
hCoV_19Panama3286772020_EPI_ISL_415152_2020_03_06,0.999
hCoV_19Peru0102020_EPI_ISL_415787_2020_03_10,0.999
hCoV_19PortugalCV622020_EPI_ISL_413647_2020_03_01,0.999
hCoV_19PortugalCV632020_EPI_ISL_413648_2020_03_01,0.999
hCoV_19PortugalPT0001b2020_EPI_ISL_417986_2020_03_03,0.999
hCoV_19PortugalPT00052020_EPI_ISL_417989_2020_03_04,0.999
hCoV_19PortugalPT0006a2020_EPI_ISL_417990_2020_03_06,0.999
hCoV_19PortugalPT0006b2020_EPI_ISL_417991_2020_03_08,0.999
hCoV_19PortugalPT00192020_EPI_ISL_418004_2020_03_12,0.999
hCoV_19PortugalPT00212020_EPI_ISL_418006_2020_03_13,0.999
hCoV_19PortugalPT00232020_EPI_ISL_418008_2020_03_13,0.999
hCoV_19PortugalPT00242020_EPI_ISL_418009_2020_03_15,0.999
hCoV_19PortugalPT00252020_EPI_ISL_418010_2020_03_03,0.999
hCoV_19PortugalPT00262020_EPI_ISL_418011_2020_03_04,0.999
hCoV_19PortugalPT00282020_EPI_ISL_418013_2020_03_07,0.999
hCoV_19PortugalPT00322020_EPI_ISL_418017_2020_03_16,0.999
hCoV_19PortugalPT00332020_EPI_ISL_418018_2020_03_16,0.999
hCoV_19PortugalPT00372020_EPI_ISL_418022_2020_03_15,0.999
hCoV_19PortugalPT00382020_EPI_ISL_418023_2020_03_17,0.999
hCoV_19PortugalPT00392020_EPI_ISL_418024_2020_03_17,0.999
hCoV_19RussiaStPetersburg_35242020_EPI_ISL_415710_2020_03_15,0.999
hCoV_19ScotlandCVR052020_EPI_ISL_414027_2020_03_04,0.999
hCoV_19ScotlandEDB0042020_EPI_ISL_415629_2020_03_04,0.999
hCoV_19Senegal0032020_EPI_ISL_418206_2020_02_28,0.999
hCoV_19Senegal0162020_EPI_ISL_418207_2020_03_02,0.999
hCoV_19Senegal0202020_EPI_ISL_418208_2020_03_04,0.999
hCoV_19Senegal0262020_EPI_ISL_418209_2020_03_03,0.999
hCoV_19Senegal0732020_EPI_ISL_418210_2020_03_10,0.999
hCoV_19Senegal0822020_EPI_ISL_418211_2020_03_11,0.999
hCoV_19Senegal0872020_EPI_ISL_418212_2020_03_11,0.999
hCoV_19Senegal0942020_EPI_ISL_418213_2020_03_12,0.999
hCoV_19Senegal1192020_EPI_ISL_418215_2020_03_12,0.999
hCoV_19Senegal1392020_EPI_ISL_418217_2020_03_13,0.999
hCoV_19ShanghaiSH00142020_EPI_ISL_416327_2020_01_28,0.999
hCoV_19ShanghaiSH00252020_EPI_ISL_416334_2020_02_06,0.999
hCoV_19SlovakiaSK_BMC12020_EPI_ISL_417877_2020_03_06,0.999
hCoV_19SlovakiaSK_BMC22020_EPI_ISL_417878_2020_03_07,0.999
hCoV_19SlovakiaSK_BMC52020_EPI_ISL_417879_2020_03_06,0.999
hCoV_19SpainCastillayLeon2010612020_EPI_ISL_418247_2020_02_26,0.999
hCoV_19SpainCataluna2013962020_EPI_ISL_418250_2020,0.999
hCoV_19SpainGalicia2016632020_EPI_ISL_417007_2020_03_07,0.999
hCoV_19SpainMadrid2011052020_EPI_ISL_418251_2020_02_25,0.999
hCoV_19SpainMadrid2014422020_EPI_ISL_417010_2020_03_04,0.999
hCoV_19SpainMadrid_H10_392020_EPI_ISL_417963_2020_03_12,0.999
hCoV_19SpainMadrid_H11_402020_EPI_ISL_417967_2020_03_12,0.999
hCoV_19SpainMadrid_H3_102020_EPI_ISL_417954_2020_03_12,0.999
hCoV_19SpainMadrid_H5_342020_EPI_ISL_417956_2020_03_11,0.999
hCoV_19SpainMadrid_H7_362020_EPI_ISL_417957_2020_03_12,0.999
hCoV_19SpainMadrid_LP12_212020_EPI_ISL_417972_2020_03_09,0.999
hCoV_19Switzerland10004773772020_EPI_ISL_413020_2020_02_27,0.999
hCoV_19Switzerland10004777572020_EPI_ISL_413021_2020_02_29,0.999
hCoV_19Switzerland10004777962020_EPI_ISL_413022_2020_02_29,0.999
hCoV_19Switzerland10004778062020_EPI_ISL_413024_2020_02_29,0.999
hCoV_19SwitzerlandAG03612020_EPI_ISL_413999_2020_02_27,0.999
hCoV_19SwitzerlandAG71202020_EPI_ISL_415457_2020_02_29,0.999
hCoV_19SwitzerlandBE25362020_EPI_ISL_415704_2020_03_04,0.999
hCoV_19SwitzerlandBE66512020_EPI_ISL_415456_2020_02_29,0.999
hCoV_19SwitzerlandBL09022020_EPI_ISL_414021_2020_02_27,0.999
hCoV_19SwitzerlandBS09142020_EPI_ISL_415701_2020_03_02,0.999
hCoV_19SwitzerlandGE01992020_EPI_ISL_415455_2020_02_28,0.999
hCoV_19SwitzerlandGE062072020_EPI_ISL_415706_2020_03_06,0.999
hCoV_19SwitzerlandGE14022020_EPI_ISL_415700_2020_02_28,0.999
hCoV_19SwitzerlandGE14222020_EPI_ISL_415454_2020_02_28,0.999
hCoV_19SwitzerlandGE31212020_EPI_ISL_414019_2020_02_27,0.999
hCoV_19SwitzerlandGE38952020_EPI_ISL_413997_2020_02_26,0.999
hCoV_19SwitzerlandGE41352020_EPI_ISL_415705_2020_03_06,0.999
hCoV_19SwitzerlandGE49842020_EPI_ISL_415708_2020_03_07,0.999
hCoV_19SwitzerlandGE53732020_EPI_ISL_414020_2020_02_27,0.999
hCoV_19SwitzerlandGE66792020_EPI_ISL_415707_2020_03_08,0.999
hCoV_19SwitzerlandGE81022020_EPI_ISL_415458_2020_03_01,0.999
hCoV_19SwitzerlandGE95862020_EPI_ISL_414022_2020_02_27,0.999
hCoV_19SwitzerlandGR29882020_EPI_ISL_415698_2020_02_27,0.999
hCoV_19SwitzerlandGR30432020_EPI_ISL_415699_2020_02_27,0.999
hCoV_19SwitzerlandSZ14172020_EPI_ISL_415702_2020_03_02,0.999
hCoV_19SwitzerlandTI20452020_EPI_ISL_415703_2020_03_01,0.999
hCoV_19SwitzerlandTI94862020_EPI_ISL_413996_2020_02_24,0.999
hCoV_19SwitzerlandVD05032020_EPI_ISL_415459_2020_02_29,0.999
hCoV_19SwitzerlandVD56152020_EPI_ISL_414023_2020_03_01,0.999
hCoV_19TaiwanNTU032020_EPI_ISL_413592_2020_03_02,0.999
hCoV_19USACA_CDPH_UC262020_EPI_ISL_417330_2020_03_13,0.999
hCoV_19USACA_MG09872020_EPI_ISL_416457_2020_03_18,0.999
hCoV_19USACA_PC101P2020_EPI_ISL_414648_2020_03_11,0.999
hCoV_19USACZB_RR057_0062020_EPI_ISL_417932_2020_03_18,0.999
hCoV_19USACZB_RR057_0072020_EPI_ISL_417933_2020_03_18,0.999
hCoV_19USACZB_RR057_0112020_EPI_ISL_417935_2020_03_18,0.999
hCoV_19USACZB_RR057_0152020_EPI_ISL_417939_2020_03_18,0.999
hCoV_19USAMN29_MDH292020_EPI_ISL_417196_2020_03_11,0.999
hCoV_19USAMN30_MDH302020_EPI_ISL_417198_2020_03_12,0.999
hCoV_19USAMN36_MDH362020_EPI_ISL_417473_2020_03_13,0.999
hCoV_19USAMN46_MDH462020_EPI_ISL_417493_2020_03_13,0.999
hCoV_19USAMN47_MDH472020_EPI_ISL_417494_2020_03_13,0.999
hCoV_19USAMN48_MDH482020_EPI_ISL_417495_2020_03_13,0.999
hCoV_19USAMN51_MDH512020_EPI_ISL_417496_2020_03_13,0.999
hCoV_19USAMN55_MDH552020_EPI_ISL_417499_2020_03_13,0.999
hCoV_19USAMN5_MDH52020_EPI_ISL_417191_2020_03_10,0.999
